Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
data_dialog_00001_00003_d98e59ff	data_ep_0	they saw a girl falling off a tree 	game/dialog/00001/00003.rpy	120	data_ep_0 "[what]"
data_dialog_00001_00003_28ee1a8c	data_ep_0	and start running	game/dialog/00001/00003.rpy	122	data_ep_0 "[what]"
data_dialog_00001_00003_5deeddd5	data_ep_0		game/dialog/00001/00003.rpy	124	data_ep_0 "[what]"
data_dialog_00001_00003_9fc7f888	data_chr_00004_00000_00001	Oh They Literally See Me	game/dialog/00001/00003.rpy	126	data_chr_00004_00000_00001 "[what]"
data_dialog_00001_00003_2a751746	data_chr_00004_00000_00001	I Should Go Instead Home	game/dialog/00001/00003.rpy	128	data_chr_00004_00000_00001 "[what]"
data_dialog_00001_00003_5deeddd5_1	data_ep_0		game/dialog/00001/00003.rpy	130	data_ep_0 "[what]"
data_dialog_00001_00003_d270753c	data_chr_00006_00007	<Wait Who Are You>	game/dialog/00001/00003.rpy	132	data_chr_00006_00007 "[what]"
data_dialog_00001_00003_0cfc265c	data_ep_0	They Start Running After The Mysterious Girl	game/dialog/00001/00003.rpy	134	data_ep_0 "[what]"
data_dialog_00001_00003_756bba31	data_ep_forward	Few Minutes Later	game/dialog/00001/00003.rpy	136	data_ep_forward "[what]"
data_dialog_00001_00003_24492c34	data_chr_00006_00003	<Good Grief She Is So Fast>	game/dialog/00001/00003.rpy	138	data_chr_00006_00003 "[what]"
data_dialog_00001_00003_d17433fd	data_chr_00006_00005	<My Legs Hurt>	game/dialog/00001/00003.rpy	140	data_chr_00006_00005 "[what]"
data_dialog_00001_00003_fae2fa4f	data_chr_00006_00008	<Whats that house on the mountain>	game/dialog/00001/00003.rpy	142	data_chr_00006_00008 "[what]"
data_dialog_00001_00003_5fcc186e	data_chr_00006_00004	<I dont know maybe someone living there>	game/dialog/00001/00003.rpy	144	data_chr_00006_00004 "[what]"
data_dialog_00001_00003_897cf606	data_chr_00006_00001	<we are currently in emergency so i think its fine>	game/dialog/00001/00003.rpy	146	data_chr_00006_00001 "[what]"
data_dialog_00001_00003_dbee64db	data_chr_00006_00003	<let see>	game/dialog/00001/00003.rpy	148	data_chr_00006_00003 "[what]"
data_dialog_00001_00003_c92dcc27	data_ep_backward	Auriel's Pov	game/dialog/00001/00003.rpy	150	data_ep_backward "[what]"
data_dialog_00001_00003_6364bf8b	data_chr_00004_00000_00001	They saw me	game/dialog/00001/00003.rpy	152	data_chr_00004_00000_00001 "[what]"
data_dialog_00001_00003_e39157b2	data_chr_00004_00000_00001	Im gonna be absent for today	game/dialog/00001/00003.rpy	154	data_chr_00004_00000_00001 "[what]"
data_dialog_00001_00003_07715ba0	data_ep_0	she rest on a tree to take a break	game/dialog/00001/00003.rpy	156	data_ep_0 "[what]"
data_dialog_00001_00003_999d679a	data_chr_00004_00000_00001	they might see me and follow me and cause chaos	game/dialog/00001/00003.rpy	158	data_chr_00004_00000_00001 "[what]"
data_dialog_00001_00003_736e5723	data_ep_0	she remembered something	game/dialog/00001/00003.rpy	160	data_ep_0 "[what]"
data_dialog_00001_00003_d2c10fc9	data_chr_00004_00000_00001	wait i forgeten about that spell....thats annoying 	game/dialog/00001/00003.rpy	162	data_chr_00004_00000_00001 "[what]"
data_dialog_00001_00003_d0968c7f	data_ep_0	annoyed she casts a spell on herself 	game/dialog/00001/00003.rpy	164	data_ep_0 "[what]"
data_dialog_00001_00003_050da66f	data_ep_0	[[Refresh] Shes Ready To Run Again	game/dialog/00001/00003.rpy	166	data_ep_0 "[what]"
data_dialog_00001_00003_92e7812c	data_chr_00004_00000_00001	Time To Go Home	game/dialog/00001/00003.rpy	168	data_chr_00004_00000_00001 "[what]"
data_dialog_00001_00003_d38f143e	data_ep_forward	Going Back To The Group	game/dialog/00001/00003.rpy	170	data_ep_forward "[what]"
data_dialog_00001_00003_d5d407d0	data_ep_0	the group arrived at the house	game/dialog/00001/00003.rpy	172	data_ep_0 "[what]"
data_dialog_00001_00003_1a22c0b7	data_chr_00006_00008	<Wow this is big>	game/dialog/00001/00003.rpy	174	data_chr_00006_00008 "[what]"
data_dialog_00001_00003_3068ee1e	data_chr_00006_00001	<Yeah, Oh the lights is on someone maybe inside>	game/dialog/00001/00003.rpy	176	data_chr_00006_00001 "[what]"
data_dialog_00001_00003_06bcb7e9	data_ep_0	<lets knock>	game/dialog/00001/00003.rpy	178	data_ep_0 "[what]"
data_dialog_00001_00003_89b04c1b	data_ep_0	*knock knock*	game/dialog/00001/00003.rpy	180	data_ep_0 "[what]"
data_dialog_00001_00003_0284ed59	data_chr_00006_00007	<This Might Be A Bad Idea>	game/dialog/00001/00003.rpy	182	data_chr_00006_00007 "[what]"
data_dialog_00001_00003_a3e01581	data_ep_0	the door opened	game/dialog/00001/00003.rpy	184	data_ep_0 "[what]"
data_dialog_00001_00003_a0686f7a	data_chr	Oellh?	game/dialog/00001/00003.rpy	186	data_chr "[what]"
		Skythread	game/main/options.rpy	15
		Back	game/main/screens.rpy	252
		History	game/main/screens.rpy	253
		Skip	game/main/screens.rpy	254
		Auto	game/main/screens.rpy	255
		Save	game/main/screens.rpy	256
		Q.Save	game/main/screens.rpy	257
		Q.Load	game/main/screens.rpy	258
		Prefs	game/main/screens.rpy	259
		Start	game/main/screens.rpy	300
		Load	game/main/screens.rpy	308
		Preferences	game/main/screens.rpy	310
		End Replay	game/main/screens.rpy	314
		Main Menu	game/main/screens.rpy	318
		Help	game/main/screens.rpy	323
		{#file_time}%A, %B %d %Y, %H:%M	game/main/screens.rpy	601
		empty slot	game/main/screens.rpy	601
		<	game/main/screens.rpy	621
		{#auto_page}A	game/main/screens.rpy	624
		{#quick_page}Q	game/main/screens.rpy	627
		>	game/main/screens.rpy	633
		Display	game/main/screens.rpy	691
		Window	game/main/screens.rpy	692
		Unseen Text	game/main/screens.rpy	698
		After Choices	game/main/screens.rpy	699
		Transitions	game/main/screens.rpy	700
		Text Speed	game/main/screens.rpy	713
		Auto-Forward Time	game/main/screens.rpy	717
		Music Volume	game/main/screens.rpy	724
		Sound Volume	game/main/screens.rpy	731
		Test	game/main/screens.rpy	737
		Mute All	game/main/screens.rpy	752
		The dialogue history is empty.	game/main/screens.rpy	871
		Keyboard	game/main/screens.rpy	939
		Mouse	game/main/screens.rpy	940
		Enter	game/main/screens.rpy	956
		Advances dialogue and activates the interface.	game/main/screens.rpy	957
		Space	game/main/screens.rpy	960
		Advances dialogue without selecting choices.	game/main/screens.rpy	961
		Arrow Keys	game/main/screens.rpy	964
		Navigate the interface.	game/main/screens.rpy	965
		Escape	game/main/screens.rpy	968
		Accesses the game menu.	game/main/screens.rpy	969
		Ctrl	game/main/screens.rpy	972
		Skips dialogue while held down.	game/main/screens.rpy	973
		Tab	game/main/screens.rpy	976
		Toggles dialogue skipping.	game/main/screens.rpy	977
		Page Up	game/main/screens.rpy	980
		Rolls back to earlier dialogue.	game/main/screens.rpy	981
		Page Down	game/main/screens.rpy	984
		Rolls forward to later dialogue.	game/main/screens.rpy	985
		Hides the user interface.	game/main/screens.rpy	989
		Takes a screenshot.	game/main/screens.rpy	993
		Toggles assistive {a=https://www.renpy.org/l/voicing}self-voicing{/a}.	game/main/screens.rpy	997
		Opens the accessibility menu.	game/main/screens.rpy	1001
		Left Click	game/main/screens.rpy	1007
		Middle Click	game/main/screens.rpy	1011
		Right Click	game/main/screens.rpy	1015
		Mouse Wheel Up\nClick Rollback Side	game/main/screens.rpy	1019
		Mouse Wheel Down	game/main/screens.rpy	1023
		Right Trigger\nA/Bottom Button	game/main/screens.rpy	1030
		Left Trigger\nLeft Shoulder	game/main/screens.rpy	1034
		Right Shoulder	game/main/screens.rpy	1038
		D-Pad, Sticks	game/main/screens.rpy	1043
		Start, Guide	game/main/screens.rpy	1047
		Y/Top Button	game/main/screens.rpy	1051
		Skipping	game/main/screens.rpy	1166
		Menu	game/main/screens.rpy	1478
dev_start_6a215de1	data_chr_00002	Checking if you are Dev or not	game/main/script.rpy	7	data_chr_00002 "[what]"
dev_start_5071d73b	data_chr_00002	Jumping To Dev Menu?	game/main/script.rpy	9	data_chr_00002 "[what]"
		Yes!	game/main/script.rpy	10
		No!	game/main/script.rpy	10
dev_start_d77d1217	data_chr_00002	Err: Devmode is disabled	game/main/script.rpy	16	data_chr_00002 "[what]"
dev_menu_9385bee0	data_chr_00002	Hello, Where Do You Wanna Warp?	game/main/script.rpy	20	data_chr_00002 "[what]"
		Start?	game/main/script.rpy	21
		EP 1	game/main/script.rpy	21
		EP 2	game/main/script.rpy	21
		EP 3	game/main/script.rpy	21
		EP 4	game/main/script.rpy	21
		End	game/main/script.rpy	21
end_13add08e	data_chr_00001_00001	Sayonara	game/main/script.rpy	37	data_chr_00001_00001 "[what]"
